model,train_MAE,train_RMSE,test_MAE,test_RMSE
XGBoost,4.813752958814589,6.2597260089813975,17.026418132166707,20.951689471027343
LightGBM,1.6150693475245617,2.19458287617531,17.767947171450054,21.883201259291976
CatBoost,7.6556702654144315,9.662620006145879,16.03234919290123,20.109253826538055
