model,train_MAE,train_RMSE,test_MAE,test_RMSE
XGBoost,2.3797502517700195,3.0159792639319245,36.722983805338544,43.52933620407757
LightGBM,21.03189901330588,25.948138732404257,28.605284788316048,38.65557580658183
CatBoost,7.848555834316673,9.588040137068058,33.99866692233937,40.75782405231942
