model,train_MAE,train_RMSE,test_MAE,test_RMSE
"ETS(trend=add, seasonal=add, sp=52)",13.665116614290326,17.134164180418257,12.553954375135245,15.705307461276579
"ARIMA(3, 1, 3)",16.585032273674695,21.912275579242145,15.810874432551635,21.71194287433535
"SARIMA(1, 0, 1)x(1, 1, 1, 52)_multistep",16.54208300781697,21.594901535619947,14.892802935619978,19.44548545281116
