model,train_MAE,train_RMSE,test_MAE,test_RMSE
XGBoost,4.5844879150390625,5.846144070378974,33.553638164813705,38.69564202682871
LightGBM,23.96520462268468,29.27951039281119,23.719753768266624,29.85525879598717
CatBoost,16.8089225286697,20.58331368884864,30.22788747495162,34.56730725912901
