model,train_MAE,train_RMSE,test_MAE,test_RMSE
"SARIMA_(3, 1, 3)_(0, 0, 0, 0)_multistep",59.892397971448815,93.91074581985667,49.34882943520602,54.46048211000886
ETS_add_add_multistep,37.16541694458859,46.8360475753816,22.92543654056216,30.50585677179016
"SARIMA_(0, 1, 2)_(0, 1, 1, 12)_multistep",54.99165932213642,94.34896875169709,23.597156727296106,31.051361883439917
