State,Date,Employees
WISCONSIN,2020-10-01,2848.2
WISCONSIN,2020-11-01,2843.6
WISCONSIN,2020-12-01,2850.7
WISCONSIN,2021-01-01,2863.9
WISCONSIN,2021-02-01,2858.9
WISCONSIN,2021-03-01,2870.9
WISCONSIN,2021-04-01,2883.5
WISCONSIN,2021-05-01,2888.5
WISCONSIN,2021-06-01,2894.9
WISCONSIN,2021-07-01,2910.2
WISCONSIN,2021-08-01,2907.7
WISCONSIN,2021-09-01,2907.2
WISCONSIN,2021-10-01,2921.1
WISCONSIN,2021-11-01,2924.6
WISCONSIN,2021-12-01,2932.5
WISCONSIN,2022-01-01,2939.6
WISCONSIN,2022-02-01,2951.9
WISCONSIN,2022-03-01,2957.8
WISCONSIN,2022-04-01,2961.2
WISCONSIN,2022-05-01,2964.3
WISCONSIN,2022-06-01,2966.5
WISCONSIN,2022-07-01,2986.1
WISCONSIN,2022-08-01,2995.5
WISCONSIN,2022-09-01,2997.2
WISCONSIN,2022-10-01,2997.7
WISCONSIN,2022-11-01,3002.8
WISCONSIN,2022-12-01,3001.0
WISCONSIN,2023-01-01,3009.5
WISCONSIN,2023-02-01,3011.7
WISCONSIN,2023-03-01,3015.1
WISCONSIN,2023-04-01,3016.3
WISCONSIN,2023-05-01,3015.9
WISCONSIN,2023-06-01,3025.4
WISCONSIN,2023-07-01,3020.7
WISCONSIN,2023-08-01,3024.1
WISCONSIN,2023-09-01,3029.8
WISCONSIN,2023-10-01,3026.6
WISCONSIN,2023-11-01,3024.4
WISCONSIN,2023-12-01,3032.5
WISCONSIN,2024-01-01,3032.4
WISCONSIN,2024-02-01,3034.9
WISCONSIN,2024-03-01,3040.2
WISCONSIN,2024-04-01,3038.6
WISCONSIN,2024-05-01,3034.9
WISCONSIN,2024-06-01,3035.5
WISCONSIN,2024-07-01,3038.3
WISCONSIN,2024-08-01,3045.9
WISCONSIN,2024-09-01,3039.4
WISCONSIN,2024-10-01,3046.1
WISCONSIN,2024-11-01,3048.1
WISCONSIN,2024-12-01,3047.6
