model,train_MAE,train_RMSE,test_MAE,test_RMSE
ETS,37.16541694458859,46.8360475753816,23.22085851519179,30.84565916531316
"ARIMA(3, 1, 3)",59.892397971448815,93.91074581985667,42.32916299680796,48.08190377993145
"SARIMA(0, 1, 2)x(0, 1, 1, 12)",54.99165932213642,94.34896875169709,24.166561949373936,31.45113577082661
"SARIMA(1, 0, 1)x(1, 1, 1, 12)_multistep",59.285905712969985,107.96064946005,20.791063215692922,26.291973400574914
