split_id,train_end,horizon,model,set,n_rows,MAE,RMSE,MASE
2,2019-12-01,6,Ridge,train,1440,0.22135482800670797,0.30542218699297613,0.7676295321966412
2,2019-12-01,6,Ridge,test,360,0.24394869685950388,0.3221694533398643,0.8624939166312765
2,2019-12-01,6,Lasso,train,1440,0.22105012330571172,0.3059282637818958,0.7677519940104822
2,2019-12-01,6,Lasso,test,360,0.2402934701678132,0.3185738747697459,0.8443119632639131
2,2019-12-01,6,ElasticNet,train,1440,0.2211386791950377,0.305644315637874,0.767394281822998
2,2019-12-01,6,ElasticNet,test,360,0.24194387394780184,0.32012450230029604,0.8525539412018815
2,2019-12-01,6,PLS,train,1440,0.2217288999239315,0.3056455250472856,0.7680828645743831
2,2019-12-01,6,PLS,test,360,0.24348009452898842,0.3217200165205395,0.8595270741957831
2,2019-12-01,6,XGBoost,train,1440,0.15183007946990107,0.20283712442169816,0.5610908727229879
2,2019-12-01,6,XGBoost,test,360,0.26100023821891316,0.3462345487959028,0.9052144087131567
2,2019-12-01,6,LightGBM,train,1440,0.16585359009314715,0.22404230403233222,0.5934597992975847
2,2019-12-01,6,LightGBM,test,360,0.2525429282346865,0.33560965503513374,0.8883121531826395
2,2019-12-01,6,CatBoost,train,1440,0.1867590944573999,0.25289085217278645,0.6630271406073496
2,2019-12-01,6,CatBoost,test,360,0.2508546960340698,0.33127033443535503,0.8759589983411776
3,2020-12-01,1,Seasonal Naive,test,360,0.27217594139668255,0.36925583465906475,0.9301613799273823
3,2020-12-01,1,Ridge,train,1800,0.22015296809893492,0.3040366718752856,0.7430637001521891
3,2020-12-01,1,Ridge,test,360,0.21595581898806698,0.2960510207610954,0.7593196784224012
3,2020-12-01,1,Lasso,train,1800,0.2205736411309744,0.30451761693495305,0.7436070689162251
3,2020-12-01,1,Lasso,test,360,0.21445835177901554,0.29457901219617316,0.7503990149889663
3,2020-12-01,1,ElasticNet,train,1800,0.22040838862100617,0.30432332698827996,0.7434697361246251
3,2020-12-01,1,ElasticNet,test,360,0.21522825311851218,0.29526566124514647,0.7541981043422765
3,2020-12-01,1,PLS,train,1800,0.22068733615837308,0.3045904837293147,0.7444187006342946
3,2020-12-01,1,PLS,test,360,0.2154000747743104,0.2947029341765227,0.7537703028723592
3,2020-12-01,1,XGBoost,train,1800,0.16178875905416093,0.21413222477408803,0.5824452660061666
3,2020-12-01,1,XGBoost,test,360,0.20583566870561362,0.28748486117009386,0.7208825618959578
3,2020-12-01,1,LightGBM,train,1800,0.17410345070147595,0.2336490492413768,0.6085499489367583
3,2020-12-01,1,LightGBM,test,360,0.20439770565760287,0.2839998324764856,0.7220510638286726
3,2020-12-01,1,CatBoost,train,1800,0.19208186258773152,0.25847944744106033,0.6638308397400926
3,2020-12-01,1,CatBoost,test,360,0.2053315373102557,0.2860742381725695,0.7055493188394232
3,2020-12-01,3,Seasonal Naive,test,360,0.27121435491146434,0.3640574520038359,0.9381553573454802
3,2020-12-01,3,Ridge,train,1800,0.22009814227749366,0.30510569817468663,0.7434495605821416
3,2020-12-01,3,Ridge,test,360,0.20482386480592593,0.275959775815968,0.7329993160055764
3,2020-12-01,3,Lasso,train,1800,0.2201570167647705,0.30549899140257514,0.743789359199612
3,2020-12-01,3,Lasso,test,360,0.20253301930783157,0.2750190153078153,0.718953062890468
3,2020-12-01,3,ElasticNet,train,1800,0.22007165785177676,0.30524094519062,0.7433128149192876
3,2020-12-01,3,ElasticNet,test,360,0.20365400342211032,0.2755580741853374,0.7254999222853393
3,2020-12-01,3,PLS,train,1800,0.22055208104216567,0.30551168803257284,0.743666152048115
3,2020-12-01,3,PLS,test,360,0.20317448610155656,0.27461205095175717,0.7240476398392742
